JUDGE,TAT_1BLACK_1PRINT,TAT_1BLACK_2RTD,TAT_2AG_1PRINT,TAT_2AG_2RTD,TAT_2AG_3EXPOSURE,TAT_3BUS_1DEVELOP,TAT_3BUS_2FIRE,TAT_4DIELEC_FIRE,TAT_5MGO,TAT_6PHOS_1R_1DISPENSER,TAT_6PHOS_1R_2DRY,TAT_6PHOS_2G_1DISPENSER,TAT_6PHOS_2G_2DRY,TAT_6PHOS_3B_1DISPENSER,TAT_6PHOS_4FIRE,TAT_7PASTE,TAT_8AGING
0,80,240.0,82.0,69,142.0,416.0,6753.0,6600.0,530.0,78.0,390.0,88.0,399.0,90.0,6865.0,0.0,10074.0
0,88,220.0,84.0,66,164.0,352.0,6693.0,6600.0,540.0,80.0,501.0,76.0,396.0,86.0,6960.0,0.0,9749.0
0,88,210.0,84.0,69,156.0,352.0,6873.0,6480.0,530.0,80.0,303.0,78.0,309.0,82.0,7290.0,0.0,10076.0
0,88,220.0,84.0,69,154.0,388.0,6933.0,6507.0,530.0,90.0,435.0,80.0,333.0,84.0,7084.0,0.0,9751.0
0,88,210.0,88.0,72,160.0,372.0,6687.0,6600.0,540.0,78.0,405.0,76.0,384.0,86.0,6960.0,0.0,9750.0
0,86,210.0,84.0,69,154.0,392.0,6987.0,6507.0,530.0,98.0,480.0,78.0,396.0,84.0,7166.0,0.0,10075.0
0,88,210.0,84.0,72,144.0,392.0,6960.0,6420.0,540.0,100.0,468.0,78.0,396.0,92.0,6900.0,0.0,10076.0
0,88,220.0,81.0,69,156.0,380.0,6867.0,6600.0,530.0,80.0,402.0,78.0,330.0,84.0,7106.0,0.0,10074.0
0,88,220.0,84.0,69,176.0,384.0,6780.0,6453.0,540.0,78.0,597.0,76.0,396.0,84.0,7165.0,0.0,10076.0
1,100,210.0,88.0,69,192.0,368.0,6960.0,6633.0,530.0,76.0,327.0,76.0,399.0,90.0,6780.0,0.0,10074.0
0,86,220.0,84.0,72,152.0,380.0,6900.0,6480.0,530.0,80.0,381.0,88.0,324.0,84.0,7055.0,0.0,10074.0
0,88,220.0,84.0,72,140.0,384.0,7380.0,6420.0,530.0,78.0,393.0,80.0,345.0,98.0,7140.0,0.0,10075.0
0,85,260.0,86.0,72,138.0,380.0,6900.0,6447.0,540.0,100.0,393.0,86.0,381.0,86.0,7316.0,0.0,10076.0
0,94,220.0,80.0,69,142.0,368.0,6720.0,6633.0,540.0,88.0,429.0,76.0,393.0,88.0,6840.0,0.0,10072.0
0,88,220.0,88.0,69,238.0,348.0,6840.0,6447.0,530.0,80.0,378.0,80.0,393.0,100.0,7110.0,0.0,10077.0
0,98,220.0,82.0,78,200.0,380.0,6873.0,6600.0,530.0,78.0,498.0,76.0,396.0,86.0,7024.0,0.0,10074.0
0,86,210.0,84.0,69,138.0,380.0,6687.0,6573.0,540.0,94.0,435.0,80.0,396.0,84.0,6960.0,0.0,10076.0
0,100,220.0,90.0,69,178.0,332.0,7047.0,6513.0,530.0,80.0,321.0,78.0,396.0,84.0,6840.0,0.0,9750.0
0,86,220.0,90.0,69,134.0,368.0,7020.0,6567.0,530.0,100.0,453.0,78.0,396.0,82.0,6870.0,0.0,10075.0
0,84,220.0,84.0,69,156.0,368.0,6927.0,6447.0,540.0,80.0,393.0,80.0,399.0,86.0,7225.0,0.0,9749.0
0,85,220.0,84.0,72,172.0,384.0,7500.0,6453.0,540.0,78.0,363.0,80.0,396.0,84.0,7110.0,0.0,10076.0
0,88,240.0,86.0,69,182.0,348.0,6873.0,6447.0,540.0,90.0,405.0,80.0,399.0,86.0,7260.0,0.0,10076.0
0,86,200.0,84.0,69,150.0,384.0,6867.0,6420.0,530.0,80.0,321.0,78.0,399.0,88.0,7140.0,0.0,10074.0
0,86,210.0,84.0,69,142.0,384.0,6960.0,6453.0,530.0,80.0,426.0,86.0,396.0,84.0,7140.0,0.0,10076.0
0,86,210.0,86.0,69,136.0,420.0,7407.0,6600.0,530.0,98.0,399.0,78.0,396.0,86.0,6900.0,0.0,10073.0
0,98,220.0,88.0,72,158.0,368.0,7107.0,6513.0,540.0,78.0,339.0,78.0,375.0,82.0,6810.0,0.0,10076.0
0,88,220.0,84.0,75,128.0,392.0,6807.0,6480.0,530.0,78.0,423.0,80.0,387.0,84.0,6990.0,0.0,10074.0
0,88,210.0,92.0,72,150.0,392.0,6840.0,6480.0,530.0,78.0,384.0,78.0,396.0,84.0,7140.0,0.0,9750.0
0,86,220.0,84.0,69,154.0,372.0,7107.0,6573.0,530.0,78.0,354.0,74.0,339.0,84.0,8945.0,0.0,10075.0
0,88,210.0,84.0,72,140.0,380.0,6900.0,6513.0,530.0,78.0,399.0,78.0,396.0,82.0,7166.0,0.0,10075.0
0,88,240.0,84.0,69,194.0,372.0,6927.0,6480.0,540.0,88.0,396.0,78.0,399.0,84.0,7260.0,0.0,10076.0
0,76,220.0,83.0,69,138.0,384.0,6900.0,6420.0,530.0,78.0,339.0,100.0,384.0,84.0,7260.0,0.0,10075.0
0,88,260.0,84.0,69,136.0,360.0,6987.0,6420.0,540.0,88.0,396.0,78.0,399.0,84.0,7260.0,0.0,10076.0
0,86,220.0,84.0,69,154.0,384.0,6900.0,6480.0,530.0,78.0,390.0,78.0,396.0,84.0,7170.0,0.0,9750.0
0,86,210.0,86.0,73,172.0,360.0,7413.0,6633.0,540.0,78.0,396.0,100.0,372.0,84.0,6900.0,0.0,10076.0
0,86,210.0,82.0,74,164.0,384.0,7050.0,6480.0,530.0,76.0,387.0,78.0,351.0,100.0,7020.0,0.0,9750.0
0,86,220.0,84.0,66,132.0,380.0,6933.0,6453.0,530.0,78.0,351.0,78.0,342.0,84.0,7140.0,0.0,10074.0
0,86,210.0,84.0,69,148.0,384.0,6807.0,6480.0,540.0,78.0,597.0,78.0,399.0,86.0,7140.0,0.0,10076.0
0,88,210.0,86.0,69,132.0,384.0,6867.0,6420.0,530.0,78.0,324.0,78.0,396.0,82.0,7140.0,0.0,9750.0
0,88,220.0,84.0,69,142.0,356.0,6687.0,6600.0,540.0,80.0,411.0,80.0,396.0,84.0,6960.0,0.0,10074.0
0,86,220.0,84.0,72,184.0,364.0,6873.0,6480.0,530.0,0.0,429.0,0.0,384.0,0.0,7285.0,0.0,10073.0
0,86,220.0,84.0,69,150.0,352.0,6627.0,6453.0,530.0,80.0,381.0,78.0,399.0,84.0,7080.0,0.0,10074.0
0,88,220.0,86.0,69,180.0,352.0,7410.0,6507.0,530.0,82.0,387.0,76.0,393.0,84.0,7080.0,0.0,10075.0
0,100,210.0,86.0,75,168.0,328.0,6873.0,6600.0,530.0,80.0,369.0,80.0,399.0,84.0,7084.0,0.0,10074.0
0,98,220.0,86.0,69,208.0,384.0,7053.0,6540.0,530.0,80.0,345.0,80.0,333.0,84.0,6784.0,0.0,10074.0
0,86,230.0,84.0,72,142.0,384.0,7017.0,6480.0,530.0,74.0,348.0,78.0,396.0,84.0,7140.0,0.0,10076.0
0,78,240.0,78.0,69,142.0,396.0,6753.0,6627.0,530.0,88.0,390.0,78.0,399.0,88.0,6840.0,0.0,10073.0
0,86,220.0,84.0,72,168.0,372.0,6660.0,6447.0,530.0,78.0,378.0,78.0,381.0,84.0,7084.0,0.0,10075.0
0,78,240.0,72.0,69,138.0,388.0,6780.0,6540.0,540.0,78.0,420.0,78.0,396.0,88.0,6865.0,0.0,9749.0
0,88,210.0,82.0,69,146.0,408.0,7287.0,6630.0,530.0,78.0,429.0,78.0,330.0,84.0,6900.0,0.0,10076.0
0,88,220.0,84.0,72,138.0,380.0,7380.0,6453.0,530.0,78.0,393.0,80.0,345.0,98.0,7140.0,0.0,10075.0
0,78,240.0,78.0,69,140.0,368.0,6780.0,6573.0,530.0,96.0,456.0,76.0,396.0,88.0,6895.0,0.0,10076.0
0,86,250.0,84.0,69,146.0,364.0,6927.0,8973.0,530.0,100.0,393.0,86.0,381.0,86.0,7316.0,0.0,10074.0
0,88,210.0,84.0,69,156.0,372.0,6840.0,6480.0,530.0,78.0,369.0,80.0,399.0,86.0,6935.0,0.0,10077.0
0,88,210.0,90.0,74,166.0,352.0,7407.0,6480.0,530.0,88.0,432.0,86.0,399.0,84.0,6960.0,0.0,10073.0
0,88,210.0,84.0,72,138.0,368.0,6660.0,6567.0,560.0,76.0,336.0,78.0,396.0,84.0,7080.0,0.0,9750.0
1,82,260.0,80.0,69,130.0,372.0,6600.0,7320.0,530.0,82.0,429.0,78.0,396.0,88.0,8970.0,0.0,9750.0
0,88,210.0,82.0,69,170.0,344.0,7413.0,6480.0,530.0,80.0,426.0,88.0,399.0,78.0,6960.0,0.0,10074.0
0,86,220.0,88.0,66,188.0,352.0,6840.0,6513.0,530.0,78.0,426.0,80.0,396.0,84.0,6930.0,0.0,9750.0
0,86,200.0,84.0,75,160.0,384.0,7500.0,6453.0,540.0,78.0,387.0,78.0,369.0,84.0,7110.0,0.0,10075.0
0,86,220.0,82.0,69,148.0,384.0,6840.0,6453.0,540.0,78.0,426.0,76.0,378.0,86.0,7020.0,0.0,10075.0
0,86,210.0,88.0,74,186.0,352.0,6660.0,6573.0,540.0,80.0,534.0,78.0,399.0,84.0,6960.0,0.0,10076.0
0,88,220.0,82.0,69,132.0,384.0,6900.0,6453.0,540.0,80.0,402.0,82.0,399.0,100.0,7290.0,0.0,10074.0
0,88,220.0,86.0,75,132.0,368.0,6693.0,6600.0,540.0,76.0,405.0,100.0,366.0,86.0,6960.0,0.0,10075.0
0,88,220.0,84.0,72,150.0,392.0,6693.0,6453.0,540.0,80.0,330.0,98.0,327.0,84.0,7080.0,0.0,10077.0
0,86,210.0,82.0,75,184.0,356.0,6693.0,6633.0,540.0,80.0,408.0,76.0,399.0,84.0,6960.0,0.0,10074.0
0,86,210.0,86.0,69,180.0,360.0,7020.0,6477.0,530.0,80.0,342.0,100.0,390.0,82.0,7115.0,0.0,10075.0
0,86,220.0,90.0,69,134.0,368.0,7020.0,6567.0,530.0,96.0,474.0,76.0,399.0,84.0,6814.0,0.0,10074.0
1,88,210.0,78.0,69,136.0,368.0,7167.0,6540.0,530.0,82.0,405.0,78.0,396.0,78.0,8970.0,0.0,10075.0
0,86,210.0,86.0,69,148.0,368.0,6720.0,6567.0,530.0,98.0,429.0,78.0,399.0,84.0,6960.0,0.0,9750.0
0,90,220.0,84.0,66,146.0,380.0,6993.0,6513.0,530.0,80.0,393.0,76.0,315.0,78.0,7045.0,0.0,10074.0
0,88,220.0,84.0,74,180.0,368.0,6933.0,6453.0,540.0,78.0,438.0,82.0,399.0,84.0,7286.0,0.0,10076.0
0,87,220.0,86.0,72,136.0,376.0,7500.0,6420.0,540.0,76.0,366.0,86.0,399.0,84.0,7140.0,0.0,10074.0
0,88,210.0,88.0,69,160.0,348.0,6687.0,6600.0,540.0,82.0,408.0,76.0,378.0,84.0,6960.0,0.0,9750.0
0,86,260.0,84.0,72,148.0,360.0,6867.0,6420.0,540.0,82.0,432.0,76.0,309.0,100.0,7110.0,0.0,10076.0
0,88,220.0,84.0,72,138.0,380.0,6660.0,6540.0,560.0,76.0,339.0,76.0,399.0,84.0,7080.0,0.0,10075.0
0,86,250.0,84.0,72,156.0,336.0,6960.0,6453.0,530.0,80.0,303.0,78.0,306.0,84.0,7265.0,0.0,9750.0
0,90,220.0,80.0,69,140.0,384.0,6900.0,6420.0,530.0,78.0,393.0,78.0,396.0,86.0,7140.0,0.0,10074.0
0,100,220.0,85.0,72,142.0,384.0,6900.0,6480.0,530.0,98.0,594.0,94.0,396.0,94.0,6930.0,0.0,9751.0
0,88,230.0,84.0,74,142.0,384.0,7500.0,6447.0,530.0,80.0,372.0,78.0,396.0,84.0,7140.0,0.0,9750.0
0,86,210.0,84.0,69,146.0,380.0,7527.0,6420.0,540.0,80.0,351.0,78.0,396.0,84.0,7140.0,0.0,10076.0
0,88,240.0,88.0,69,136.0,344.0,7080.0,6507.0,540.0,78.0,393.0,76.0,324.0,84.0,7200.0,0.0,10074.0
0,86,210.0,83.0,69,184.0,360.0,7440.0,6540.0,530.0,78.0,351.0,78.0,396.0,84.0,8970.0,0.0,10074.0
0,90,220.0,80.0,69,140.0,384.0,6900.0,6420.0,530.0,78.0,393.0,78.0,396.0,86.0,7140.0,0.0,10074.0
0,86,210.0,86.0,69,136.0,420.0,7407.0,6600.0,530.0,98.0,399.0,78.0,396.0,86.0,6900.0,0.0,10075.0
0,98,220.0,86.0,69,208.0,384.0,7053.0,6540.0,530.0,78.0,342.0,76.0,348.0,82.0,6810.0,0.0,10074.0
0,88,210.0,84.0,69,180.0,380.0,6900.0,6480.0,530.0,80.0,351.0,78.0,396.0,82.0,7110.0,0.0,10076.0
0,88,210.0,82.0,69,176.0,352.0,7440.0,6567.0,530.0,78.0,351.0,78.0,396.0,84.0,8970.0,0.0,9750.0
0,88,200.0,84.0,66,152.0,384.0,6900.0,6447.0,530.0,80.0,375.0,100.0,396.0,82.0,7290.0,0.0,9751.0
0,89,210.0,84.0,72,164.0,396.0,7170.0,6453.0,470.0,80.0,405.0,78.0,327.0,92.0,6745.0,0.0,9749.0
0,78,240.0,80.0,69,148.0,340.0,6747.0,6660.0,540.0,94.0,456.0,80.0,396.0,78.0,6810.0,0.0,9749.0
0,86,220.0,88.0,72,154.0,404.0,7200.0,6600.0,530.0,78.0,408.0,80.0,360.0,84.0,6870.0,0.0,10074.0
0,86,220.0,90.0,71,136.0,368.0,6840.0,6573.0,530.0,100.0,369.0,84.0,384.0,80.0,6840.0,0.0,10077.0
0,85,220.0,84.0,72,172.0,384.0,7500.0,6453.0,540.0,78.0,363.0,80.0,396.0,84.0,7110.0,0.0,9750.0
1,86,220.0,88.0,69,196.0,332.0,6753.0,6633.0,530.0,80.0,597.0,78.0,396.0,86.0,6870.0,0.0,9750.0
0,86,210.0,84.0,69,148.0,384.0,6900.0,6447.0,530.0,76.0,597.0,78.0,396.0,84.0,7140.0,0.0,10074.0
0,86,230.0,84.0,69,148.0,368.0,6807.0,6507.0,530.0,80.0,396.0,78.0,396.0,84.0,6810.0,0.0,10075.0
0,88,210.0,84.0,72,138.0,372.0,6627.0,6567.0,540.0,76.0,336.0,78.0,396.0,84.0,7080.0,0.0,9749.0
0,86,250.0,84.0,72,156.0,336.0,6960.0,6453.0,530.0,80.0,300.0,80.0,303.0,84.0,7320.0,0.0,9750.0
0,88,220.0,84.0,72,136.0,380.0,7167.0,6420.0,530.0,78.0,399.0,76.0,363.0,86.0,6720.0,0.0,10075.0
0,88,210.0,84.0,69,154.0,380.0,6900.0,6453.0,540.0,78.0,318.0,78.0,315.0,92.0,6780.0,0.0,10076.0
0,78,240.0,78.0,69,154.0,368.0,6780.0,6573.0,540.0,78.0,492.0,90.0,396.0,88.0,6866.0,0.0,10074.0
0,88,210.0,84.0,72,150.0,380.0,6960.0,6480.0,540.0,78.0,432.0,78.0,396.0,84.0,7114.0,0.0,10075.0
0,88,210.0,84.0,72,154.0,340.0,6867.0,6420.0,530.0,80.0,390.0,76.0,372.0,86.0,7135.0,0.0,10076.0
0,88,200.0,88.0,69,162.0,384.0,6927.0,6513.0,530.0,98.0,393.0,76.0,399.0,82.0,7140.0,0.0,10077.0
0,88,220.0,90.0,72,202.0,396.0,6960.0,6480.0,540.0,78.0,345.0,86.0,399.0,84.0,7140.0,0.0,10075.0
0,86,220.0,88.0,66,164.0,356.0,6720.0,6630.0,540.0,100.0,402.0,80.0,396.0,84.0,6960.0,0.0,10074.0
1,88,210.0,80.0,69,146.0,372.0,6987.0,6693.0,530.0,100.0,426.0,78.0,381.0,80.0,6930.0,0.0,10075.0
0,86,190.0,84.0,72,216.0,372.0,7140.0,6573.0,530.0,78.0,393.0,76.0,348.0,86.0,8970.0,0.0,9751.0
0,88,220.0,85.0,69,134.0,352.0,6960.0,6420.0,540.0,78.0,438.0,82.0,399.0,84.0,7286.0,0.0,10074.0
0,88,210.0,84.0,69,166.0,364.0,6960.0,6447.0,540.0,80.0,426.0,76.0,396.0,86.0,7290.0,0.0,10074.0
0,88,220.0,82.0,69,132.0,384.0,6900.0,6453.0,540.0,80.0,402.0,82.0,399.0,100.0,7290.0,0.0,10076.0
0,88,220.0,90.0,72,160.0,376.0,6840.0,6507.0,530.0,80.0,303.0,78.0,396.0,82.0,6930.0,0.0,9750.0
0,88,210.0,84.0,69,136.0,384.0,6900.0,6420.0,530.0,100.0,300.0,78.0,396.0,90.0,7230.0,0.0,9750.0
0,87,230.0,82.0,72,138.0,384.0,7020.0,6480.0,530.0,78.0,390.0,80.0,309.0,86.0,7020.0,0.0,10076.0
0,88,210.0,86.0,66,140.0,396.0,6960.0,6513.0,530.0,80.0,432.0,80.0,396.0,84.0,7110.0,0.0,9751.0
0,80,240.0,80.0,69,158.0,372.0,6720.0,6600.0,530.0,80.0,429.0,78.0,384.0,88.0,6840.0,0.0,10075.0
0,88,220.0,84.0,72,138.0,368.0,6927.0,6540.0,530.0,98.0,597.0,78.0,369.0,84.0,6780.0,0.0,10077.0
0,88,210.0,88.0,72,186.0,332.0,7080.0,8967.0,540.0,98.0,372.0,78.0,306.0,84.0,7200.0,0.0,9751.0
0,86,220.0,84.0,69,168.0,388.0,6927.0,6453.0,530.0,78.0,354.0,78.0,396.0,84.0,7140.0,0.0,10076.0
0,86,220.0,90.0,74,166.0,404.0,6933.0,6453.0,540.0,100.0,390.0,76.0,399.0,86.0,7140.0,0.0,10076.0
0,88,210.0,88.0,69,158.0,368.0,6807.0,6513.0,530.0,80.0,597.0,78.0,393.0,84.0,6780.0,0.0,10076.0
0,86,210.0,88.0,72,184.0,384.0,6867.0,6453.0,530.0,76.0,384.0,82.0,399.0,84.0,7080.0,0.0,10074.0
0,100,210.0,84.0,72,152.0,348.0,6867.0,6453.0,540.0,82.0,432.0,76.0,309.0,98.0,7110.0,0.0,10074.0
0,88,210.0,84.0,72,130.0,384.0,6780.0,6447.0,540.0,80.0,387.0,78.0,396.0,84.0,7020.0,0.0,9751.0
0,88,220.0,84.0,72,156.0,368.0,6900.0,6573.0,530.0,78.0,498.0,76.0,396.0,86.0,7024.0,0.0,9750.0
0,88,220.0,84.0,72,152.0,352.0,6687.0,6567.0,540.0,100.0,402.0,80.0,396.0,84.0,6960.0,0.0,10074.0
0,86,210.0,84.0,72,154.0,372.0,7440.0,6513.0,540.0,88.0,390.0,98.0,396.0,84.0,7110.0,0.0,10076.0
0,86,210.0,84.0,72,164.0,384.0,6987.0,6420.0,540.0,82.0,354.0,78.0,315.0,90.0,6780.0,0.0,10076.0
0,88,250.0,84.0,69,164.0,384.0,6873.0,6420.0,540.0,80.0,390.0,80.0,396.0,86.0,7200.0,0.0,10076.0
0,88,210.0,84.0,78,146.0,384.0,6900.0,6480.0,540.0,78.0,387.0,78.0,396.0,84.0,7170.0,0.0,10076.0
0,86,220.0,84.0,72,142.0,384.0,8973.0,6453.0,540.0,76.0,315.0,76.0,309.0,90.0,6810.0,0.0,10076.0
0,86,210.0,84.0,69,138.0,416.0,7353.0,6633.0,530.0,0.0,378.0,78.0,324.0,0.0,6900.0,0.0,9750.0
0,98,220.0,86.0,72,154.0,336.0,7200.0,6507.0,540.0,80.0,495.0,82.0,390.0,86.0,7256.0,0.0,10076.0
0,80,240.0,80.0,69,142.0,376.0,6660.0,6600.0,540.0,78.0,420.0,88.0,354.0,84.0,6840.0,0.0,9751.0
0,80,240.0,80.0,69,158.0,372.0,6720.0,6600.0,530.0,88.0,423.0,82.0,396.0,88.0,6815.0,0.0,10075.0
1,88,210.0,86.0,66,500.0,340.0,6813.0,6780.0,530.0,80.0,504.0,78.0,399.0,88.0,7230.0,0.0,10074.0
0,88,210.0,86.0,72,160.0,384.0,6930.0,6480.0,540.0,78.0,369.0,78.0,348.0,84.0,7170.0,0.0,10076.0
0,86,220.0,88.0,72,154.0,404.0,7200.0,6600.0,530.0,78.0,408.0,80.0,360.0,84.0,6870.0,0.0,9751.0
0,86,220.0,84.0,69,130.0,364.0,6720.0,6510.0,540.0,80.0,408.0,76.0,399.0,84.0,6960.0,0.0,9750.0
0,88,210.0,82.0,69,188.0,332.0,6987.0,6480.0,530.0,84.0,393.0,78.0,306.0,86.0,7020.0,0.0,9750.0
0,86,220.0,88.0,69,142.0,368.0,7113.0,6507.0,540.0,80.0,372.0,78.0,330.0,86.0,7080.0,0.0,10074.0
0,86,210.0,84.0,72,154.0,372.0,7440.0,6513.0,540.0,80.0,390.0,82.0,396.0,84.0,7110.0,0.0,10073.0
0,86,210.0,84.0,69,138.0,416.0,7353.0,6633.0,530.0,78.0,354.0,78.0,354.0,84.0,8970.0,0.0,10074.0
0,88,220.0,84.0,72,190.0,384.0,6840.0,6507.0,530.0,78.0,393.0,78.0,396.0,84.0,7140.0,0.0,10074.0
0,86,220.0,84.0,69,130.0,364.0,6720.0,6510.0,540.0,80.0,408.0,76.0,399.0,84.0,6960.0,0.0,9750.0
0,86,220.0,83.0,75,130.0,384.0,6900.0,6447.0,530.0,78.0,402.0,80.0,396.0,78.0,7260.0,0.0,10076.0
0,100,210.0,90.0,69,332.0,336.0,7113.0,6513.0,530.0,80.0,312.0,78.0,327.0,84.0,6840.0,0.0,10076.0
0,88,220.0,84.0,72,150.0,356.0,6987.0,6420.0,540.0,82.0,408.0,76.0,399.0,84.0,7290.0,0.0,10076.0
0,88,210.0,90.0,72,166.0,384.0,6807.0,6480.0,540.0,78.0,417.0,76.0,390.0,84.0,7050.0,0.0,10075.0
0,88,220.0,84.0,72,190.0,384.0,6840.0,6507.0,530.0,78.0,393.0,76.0,399.0,84.0,7140.0,0.0,9750.0
1,100,220.0,90.0,69,182.0,332.0,7200.0,6540.0,530.0,100.0,441.0,82.0,396.0,88.0,6930.0,0.0,10075.0
0,92,220.0,84.0,72,136.0,364.0,6987.0,6447.0,540.0,78.0,408.0,82.0,399.0,86.0,7345.0,0.0,9750.0
0,86,210.0,84.0,75,136.0,384.0,6900.0,6447.0,530.0,72.0,351.0,86.0,399.0,86.0,7290.0,0.0,10077.0
1,80,250.0,82.0,72,142.0,372.0,6660.0,6807.0,540.0,80.0,348.0,78.0,303.0,80.0,6994.0,0.0,10077.0
0,86,220.0,82.0,69,158.0,364.0,6867.0,6507.0,530.0,78.0,402.0,80.0,396.0,84.0,6960.0,0.0,10077.0
0,86,220.0,84.0,77,194.0,352.0,6687.0,6567.0,540.0,100.0,432.0,98.0,396.0,84.0,6990.0,0.0,9750.0
0,85,220.0,84.0,69,148.0,356.0,6687.0,6600.0,540.0,76.0,405.0,88.0,381.0,84.0,6990.0,0.0,10076.0
0,88,210.0,84.0,69,156.0,352.0,6873.0,6480.0,530.0,80.0,303.0,78.0,306.0,84.0,7265.0,0.0,10076.0
0,86,210.0,84.0,72,190.0,344.0,6987.0,6453.0,530.0,86.0,597.0,76.0,378.0,92.0,6870.0,0.0,10076.0
0,88,220.0,82.0,72,132.0,416.0,6960.0,6453.0,530.0,80.0,369.0,76.0,396.0,84.0,7110.0,0.0,10076.0
0,88,220.0,86.0,72,136.0,384.0,6840.0,6453.0,530.0,100.0,396.0,82.0,309.0,94.0,6930.0,0.0,10075.0
1,88,220.0,90.0,72,146.0,372.0,7293.0,6507.0,540.0,96.0,366.0,76.0,399.0,90.0,6720.0,0.0,9749.0
0,88,220.0,84.0,69,156.0,384.0,6927.0,6480.0,530.0,78.0,393.0,76.0,351.0,86.0,7140.0,0.0,10074.0
0,88,210.0,86.0,72,324.0,348.0,6687.0,6453.0,520.0,80.0,339.0,78.0,378.0,84.0,7110.0,0.0,9750.0
0,78,220.0,78.0,69,148.0,368.0,6747.0,6597.0,530.0,88.0,390.0,78.0,399.0,88.0,6840.0,0.0,9751.0
0,88,220.0,84.0,72,138.0,368.0,6927.0,6540.0,530.0,80.0,477.0,78.0,396.0,86.0,6875.0,0.0,10077.0
0,87,220.0,84.0,72,136.0,384.0,7020.0,6480.0,530.0,78.0,390.0,80.0,309.0,86.0,7020.0,0.0,10076.0
0,88,210.0,84.0,74,144.0,380.0,6960.0,6453.0,540.0,92.0,393.0,88.0,399.0,96.0,6870.0,0.0,10075.0
0,88,260.0,84.0,69,162.0,348.0,6900.0,6420.0,540.0,80.0,390.0,80.0,396.0,78.0,7115.0,0.0,9750.0
0,86,220.0,84.0,72,158.0,384.0,6927.0,6453.0,530.0,78.0,420.0,98.0,399.0,84.0,7140.0,0.0,9750.0
0,94,220.0,82.0,69,136.0,368.0,6813.0,6633.0,540.0,88.0,429.0,76.0,393.0,88.0,6840.0,0.0,10074.0
0,86,220.0,88.0,66,188.0,352.0,6840.0,6513.0,530.0,78.0,426.0,80.0,396.0,84.0,6930.0,0.0,9750.0
0,100,210.0,78.0,69,268.0,372.0,7200.0,6447.0,530.0,76.0,354.0,76.0,396.0,78.0,6905.0,0.0,10076.0
0,86,220.0,84.0,69,158.0,392.0,6900.0,6480.0,530.0,78.0,504.0,76.0,399.0,84.0,7140.0,0.0,10076.0
1,86,220.0,88.0,72,126.0,376.0,6747.0,6567.0,530.0,78.0,513.0,90.0,393.0,98.0,6725.0,0.0,9751.0
0,88,210.0,84.0,72,138.0,368.0,6660.0,6567.0,560.0,80.0,345.0,96.0,396.0,84.0,7080.0,0.0,10075.0
0,86,210.0,80.0,69,138.0,416.0,7287.0,6420.0,530.0,78.0,351.0,102.0,396.0,84.0,7140.0,0.0,10074.0
0,88,220.0,84.0,72,138.0,368.0,6927.0,6540.0,530.0,78.0,438.0,80.0,384.0,84.0,6840.0,0.0,10074.0
0,100,210.0,92.0,72,144.0,332.0,7140.0,6507.0,530.0,78.0,462.0,76.0,387.0,82.0,6695.0,0.0,9750.0
0,88,210.0,86.0,69,314.0,408.0,6660.0,6420.0,530.0,80.0,330.0,98.0,327.0,84.0,7080.0,0.0,10077.0
0,88,210.0,88.0,72,140.0,360.0,7053.0,6507.0,540.0,78.0,396.0,78.0,306.0,86.0,7080.0,0.0,9751.0
0,86,230.0,82.0,72,132.0,384.0,7020.0,6447.0,530.0,78.0,339.0,78.0,396.0,86.0,7140.0,0.0,9750.0
0,86,220.0,82.0,69,148.0,384.0,6840.0,6453.0,540.0,78.0,369.0,78.0,357.0,84.0,7020.0,0.0,10076.0
0,86,210.0,84.0,69,150.0,384.0,6840.0,6453.0,540.0,80.0,393.0,80.0,399.0,86.0,7225.0,0.0,10074.0
0,88,210.0,86.0,72,150.0,396.0,6927.0,6513.0,530.0,80.0,369.0,78.0,396.0,84.0,7170.0,0.0,10076.0
1,88,210.0,80.0,69,140.0,368.0,6903.0,6720.0,530.0,82.0,321.0,76.0,303.0,78.0,6750.0,0.0,9750.0
0,86,230.0,82.0,72,132.0,384.0,7020.0,6447.0,530.0,100.0,336.0,98.0,360.0,82.0,7140.0,0.0,9750.0
0,100,240.0,84.0,69,138.0,364.0,7140.0,6507.0,530.0,80.0,387.0,80.0,348.0,76.0,8914.0,0.0,10074.0
0,98,220.0,86.0,69,208.0,384.0,7053.0,6540.0,530.0,80.0,345.0,80.0,333.0,84.0,6784.0,0.0,10076.0
0,86,210.0,84.0,72,132.0,372.0,6987.0,6453.0,530.0,80.0,390.0,78.0,309.0,84.0,7020.0,0.0,9750.0
0,86,240.0,84.0,66,202.0,368.0,6903.0,6453.0,530.0,100.0,423.0,78.0,396.0,84.0,7260.0,0.0,10075.0
0,86,210.0,82.0,72,168.0,364.0,6840.0,6513.0,530.0,98.0,327.0,78.0,396.0,86.0,6930.0,0.0,9751.0
0,88,210.0,86.0,69,314.0,408.0,6660.0,6420.0,530.0,80.0,339.0,78.0,378.0,84.0,7080.0,0.0,9750.0
0,86,210.0,85.0,69,134.0,384.0,6900.0,6453.0,530.0,84.0,423.0,78.0,399.0,80.0,7290.0,0.0,10076.0
0,88,220.0,82.0,69,134.0,384.0,6873.0,6447.0,530.0,78.0,333.0,78.0,375.0,84.0,7114.0,0.0,10076.0
